Taxon	Count	Consistency
s__Lentisphaerae bacterium RIFOXYB12_FULL_60_10	1	1.000
s__Eubacterium sp. CAG:841	1	1.000
s__Candidatus Moranbacteria bacterium GW2011_GWD2_36_198	1	1.000
s__Thalassobius mediterraneus	1	1.000
s__Moorella thermoacetica	1	1.000
s__Leifsonia sp. Root112D2	1	1.000
s__Enterococcus casseliflavus	1	1.000
s__Halomonas sp. PBN3	1	1.000
s__Pseudobacteroides cellulosolvens	2	1.000
s__Ferrimicrobium acidiphilum	2	1.000
s__Catalinimonas alkaloidigena	1	1.000
s__Yersinia pestis	29	1.000
s__Stenotrophomonas chelatiphaga	1	1.000
s__Terribacillus saccharophilus	1	1.000
s__Lacticaseibacillus paracasei	20	0.909
s__Archaeoglobus veneficus	1	1.000
s__Pedobacter lusitanus	1	1.000
s__Sinorhizobium americanum	1	1.000
s__Echinicola vietnamensis	1	1.000
s__Coriobacterium glomerans	1	1.000
s__Shimia thalassica	1	1.000
s__Streptomyces prasinopilosus	1	1.000
s__Candidatus Nitrosarchaeum limnium	2	1.000
s__Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_02_FULL_39_10	1	1.000
s__Methanobacteriaceae archaeon 41_258	1	1.000
s__Candidatus Heimdallarchaeota archaeon AB_125	1	1.000
s__Niastella yeongjuensis	1	1.000
s__Priestia flexa	1	1.000
s__Nitrosopelagicus sp. REDSEA-S43_B1	1	1.000
s__Sulfurospirillum sp. SCADC	1	1.000
s__Sulfuritalea hydrogenivorans	1	1.000
s__Acidobacteria bacterium 13_1_20CM_2_60_10	1	1.000
s__Clostridioides difficile	3	0.667
s__Psychrobacillus psychrotolerans	1	1.000
s__Candidatus Uhrbacteria bacterium GW2011_GWF2_46_218	1	1.000
s__Candidatus Curtissbacteria bacterium RIFCSPLOWO2_02_FULL_40_13b	1	1.000
s__Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_52_10	1	1.000
s__Desulfurispirillum indicum	1	1.000
s__Dubosiella newyorkensis	1	1.000
s__Lactobacillus kefiranofaciens	1	1.000
s__Nocardia brevicatena	1	1.000
s__Actinoplanes sp. N902-109	1	1.000
s__Bacteroides sp. CAG:1060	1	1.000
s__Rhodonellum ikkaensis	1	1.000
s__Francisella hispaniensis	1	1.000
s__Rothia aeria	1	1.000
s__Afipia felis	1	1.000
s__Candidatus Omnitrophus fodinae	1	1.000
s__Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_39_12	1	1.000
s__Eubacterium sp. CAG:146	1	1.000
s__Herpetosiphon aurantiacus	1	1.000
s__Gammaproteobacteria bacterium REDSEA-S27_B14	1	1.000
s__Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_57_9	1	1.000
s__Alteromonas sp. LOR	1	1.000
s__Candidatus Peribacteria bacterium RIFOXYA2_FULL_55_28	1	1.000
s__Anaerophaga thermohalophila	2	1.000
s__Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_37_73	1	1.000
s__Tenericutes bacterium GWF2_35_184	1	1.000
s__Caminicella sporogenes	1	1.000
s__Prevotella bivia	1	1.000
s__Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_33_20	1	1.000
s__Candidatus Uhrbacteria bacterium RIFOXYA2_FULL_41_8	1	1.000
s__Methanosarcina sp. A14	1	1.000
s__Eubacterium sp. CAG:202	1	1.000
s__Novosphingobium acidiphilum	1	1.000
s__Pediococcus damnosus	1	1.000
s__Candidatus Adiutrix intracellularis	1	1.000
s__Butyricimonas virosa	1	1.000
s__Candidatus Buchananbacteria bacterium RBG_13_39_9	1	1.000
s__Zooshikella ganghwensis	1	1.000
s__Draconibacterium sediminis	1	1.000
s__Geobacillus sp. B4113_201601	1	1.000
s__Solibacillus silvestris	1	1.000
s__Geobacter sp. OR-1	1	1.000
s__Bacteroides thetaiotaomicron CAG:40	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_40_67	1	1.000
s__Nocardioides luteus	1	1.000
s__Calidithermus chliarophilus	1	1.000
s__Lactobacillus psittaci	2	1.000
s__Acetivibrio ethanolgignens	1	1.000
s__Salipiger bermudensis	1	1.000
s__Methanolobus profundi	1	1.000
s__Neorickettsia sp. 179522	1	1.000
s__Flavobacterium sp. MS220-5C	1	1.000
s__Halarchaeum acidiphilum	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFOXYA2_FULL_44_8	1	1.000
s__Marinimicrobia bacterium SCGC AAA257-N23	1	1.000
s__Inediibacterium massiliense	1	1.000
s__Azoarcus olearius	1	1.000
s__Streptomyces vietnamensis	1	1.000
s__Ignicoccus hospitalis	1	1.000
s__Candidatus Wolfebacteria bacterium GW2011_GWC1_47_103	1	1.000
s__Agromyces subbeticus	1	1.000
s__Xanthomonas fragariae	1	1.000
s__Neptunomonas japonica	1	1.000
s__Niabella sp. SCN 42-15	1	1.000
s__Streptococcus marimammalium	1	1.000
s__Thermosipho africanus	1	1.000
s__Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_01_FULL_48_47	1	1.000
s__Methylocapsa acidiphila	1	1.000
s__Limnothrix rosea	1	1.000
s__Mesorhizobium sp. AA22	1	1.000
s__Psychroserpens jangbogonensis	1	1.000
s__Frankia discariae	1	1.000
s__Nitrospinae bacterium RIFCSPLOWO2_12_39_16	1	1.000
s__Nitrospinae bacterium RIFCSPLOWO2_12_39_15	1	1.000
s__Gammaproteobacteria bacterium REDSEA-S14_B7	1	1.000
s__Edwardsiella ictaluri	1	1.000
s__Bacteroides sp. SM23_62	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_41_29	1	1.000
s__Akkermansia sp. KLE1605	1	1.000
s__Pediococcus argentinicus	1	1.000
s__Ezakiella massiliensis	1	1.000
s__Candidatus Portnoybacteria bacterium RIFCSPLOWO2_02_FULL_39_11	1	1.000
s__Asanoa ferruginea	1	1.000
s__Ruminococcus sp. CAG:330	1	1.000
s__Photobacterium aquae	1	1.000
s__Dehalococcoidia bacterium DG_22	1	1.000
s__Candidatus Nomurabacteria bacterium GW2011_GWA2_43_15	1	1.000
s__Methanobrevibacter sp. YE315	1	1.000
s__Paenibacillus sanguinis	1	1.000
s__Elusimicrobia bacterium RIFOXYA2_FULL_53_38	1	1.000
s__Piscibacillus halophilus	1	1.000
s__Marichromatium purpuratum	1	1.000
s__Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_37_19	1	1.000
s__Kitasatospora purpeofusca	1	1.000
s__Candidatus Solibacter usitatus	1	1.000
s__Allisonella histaminiformans	1	1.000
s__Pyramidobacter piscolens	1	1.000
s__Caloramator mitchellensis	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_48_38	1	1.000
s__Bacteroidetes bacterium RIFOXYB2_FULL_39_7	1	1.000
s__Oceanicola sp. HL-35	1	1.000
s__Bacillus massiliogorillae	1	1.000
s__Candidatus Kaiserbacteria bacterium GWA2_50_9	1	1.000
s__Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_17	1	1.000
s__Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_19	1	1.000
s__Bacteriovorax sp. DB6_IX	1	1.000
s__Chloroflexi bacterium SPGG9	1	1.000
s__Candidatus Woesebacteria bacterium RIFOXYB1_FULL_38_16	1	1.000
s__Methylosinus trichosporium	1	1.000
s__Candidatus Collierbacteria bacterium RIFOXYD1_FULL_40_9	1	1.000
s__Thermosynechococcus vestitus	1	1.000
s__Glaesserella parasuis	12	1.000
s__Candidatus Peribacteria bacterium RIFOXYC1_FULL_54_13	1	1.000
s__Candidatus Woesebacteria bacterium GW2011_GWA2_33_20	1	1.000
s__Omnitrophica bacterium RIFCSPHIGHO2_12_FULL_44_12	1	1.000
s__Streptomyces bikiniensis	1	1.000
s__Capnocytophaga sputigena	1	1.000
s__Candidatus Levybacteria bacterium RIFCSPHIGHO2_02_FULL_42_12	1	1.000
s__Candidatus Woesebacteria bacterium GW2011_GWA2_33_28	1	1.000
s__Hydrogenophaga sp. RAC07	1	1.000
s__Deltaproteobacteria bacterium GWA2_42_85	1	1.000
s__Acinetobacter baumannii	1	1.000
s__Gloeocapsa sp. PCC 73106	1	1.000
s__Evansella caseinilytica	1	1.000
s__Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_43_35	1	1.000
s__Legionella saoudiensis	1	1.000
s__Photobacterium swingsii	1	1.000
s__Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_41_41	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_37_49	1	1.000
s__Microbacterium gorillae	1	1.000
s__Ornatilinea apprima	1	1.000
s__Chryseobacterium sp. CBo1	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_12_FULL_37_8	1	1.000
s__Candidatus Hadarchaeum yellowstonense	1	1.000
s__Photobacterium phosphoreum	1	1.000
s__Nitrosococcus oceani	1	1.000
s__Oscillatoria sp. PCC 10802	1	1.000
s__Oerskovia turbata	1	1.000
s__Prevotella marshii	1	1.000
s__Nocardia nova	1	1.000
s__Verrucomicrobia bacterium SCGC AAA027-I19	1	1.000
s__Novosphingobium aromaticivorans	1	1.000
s__Nitrosopumilus sp. BACL13 MAG-121220-bin23	1	1.000
s__Marine group II euryarchaeote REDSEA-S25_B4N5	1	1.000
s__Bacteroidetes bacterium GWA2_42_15	1	1.000
s__Candidatus Gottesmanbacteria bacterium GW2011_GWA2_42_16	1	1.000
s__Nitrosomonas ureae	3	1.000
s__Prochlorococcus sp. MIT 1303	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_50_120	1	1.000
s__Hippea maritima	1	1.000
s__Prochlorococcus sp. MIT 1306	1	1.000
s__Oenococcus oeni	50	1.000
s__Desulfonauticus sp. A7A	1	1.000
s__Candidatus Kuenenbacteria bacterium CG1_02_38_13	1	1.000
s__Akkermansia sp. CAG:344	1	1.000
s__Candidatus Wolfebacteria bacterium RIFOXYD1_FULL_48_65	1	1.000
s__Mycobacterium nebraskense	1	1.000
s__Weissella cibaria	1	1.000
s__Thioalkalivibrio versutus	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFOXYB2_FULL_38_10	1	1.000
s__Coprococcus sp. CAG:131	1	1.000
s__Wolbachia endosymbiont of Cimex lectularius	1	1.000
s__Methanocaldococcus fervens	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_51_14	1	1.000
s__Pseudoalteromonas citrea	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_38_10	1	1.000
s__Syntrophorhabdus aromaticivorans	1	1.000
s__Candidatus Wolfebacteria bacterium RIFCSPLOWO2_01_FULL_47_17b	1	1.000
s__Patulibacter medicamentivorans	1	1.000
s__Spongiibacter sp. IMCC21906	1	1.000
s__Zhouia amylolytica	2	1.000
s__Stenotrophomonas indicatrix	1	1.000
s__Oceanobacillus picturae	1	1.000
s__Fontibacillus panacisegetis	1	1.000
s__Nevskia ramosa	1	1.000
s__Bacteroidetes bacterium RIFOXYA12_FULL_38_20	1	1.000
s__Porphyromonas gingivicanis	1	1.000
s__Gammaproteobacteria bacterium REDSEA-S45_B9	1	1.000
s__Bacteroidetes bacterium GWD2_33_33	1	1.000
s__Peptococcus niger	1	1.000
s__Bacteroidetes bacterium GWA2_40_15	1	1.000
s__Psychroserpens damuponensis	1	1.000
s__Pedobacter heparinus	2	1.000
s__Photobacterium gaetbulicola	1	1.000
s__Parachlamydiaceae bacterium HS-T3	1	1.000
s__Lagierella massiliensis	1	1.000
s__Moritella viscosa	1	1.000
s__Sphingomonas sp. 37zxx	1	1.000
s__Spirochaetes bacterium GWB1_36_13	1	1.000
s__Elusimicrobia bacterium GWA2_38_7	1	1.000
s__Aliarcobacter cibarius	1	1.000
s__Candidatus Arsenophonus triatominarum	1	1.000
s__Candidatus Ryanbacteria bacterium RIFCSPLOWO2_01_FULL_47_79	1	1.000
s__Thalassobius gelatinovorus	1	1.000
s__Thermocrinis ruber	1	1.000
s__Candidatus Azobacteroides pseudotrichonymphae	1	1.000
s__Pseudobutyrivibrio sp. MD2005	1	1.000
s__Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_42_22	1	1.000
s__Kitasatospora mediocidica	1	1.000
s__Phyllobacterium sp. YR531	1	1.000
s__Chthoniobacter flavus	1	1.000
s__Oceanisphaera psychrotolerans	1	1.000
s__Bacteroides faecis CAG:32	1	1.000
s__Sphingopyxis sp. LPB0140	1	1.000
s__Thermosinus carboxydivorans	1	1.000
s__Flavobacteria bacterium MS024-2A	1	1.000
s__Candidatus Kuenenbacteria bacterium RIFCSPLOWO2_02_FULL_42_16	1	1.000
s__Bartonella tribocorum	2	1.000
s__Clostridium sp. CAG:58	1	1.000
s__Pelomonas sp. Root662	1	1.000
s__Thermodesulfobium narugense	1	1.000
s__Acidovorax caeni	1	1.000
s__Capnocytophaga gingivalis	1	1.000
s__Methanobrevibacter oralis	1	1.000
s__Candidatus Phytoplasma mali	1	1.000
s__Aciduliprofundum sp. MAR08-339	1	1.000
s__Desulfatiglans anilini	1	1.000
s__Afipia sp. Root123D2	1	1.000
s__Bacteroidetes bacterium GWF2_41_9	1	1.000
s__Acidovorax radicis	1	1.000
s__Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_49_11	1	1.000
s__Corynebacterium timonense	1	1.000
s__Halomonas halocynthiae	1	1.000
s__Propionibacterium acidifaciens	1	1.000
s__Candidatus Magasanikbacteria bacterium CG1_02_32_51	1	1.000
s__Nocardioides sp. J54	1	1.000
s__Thermincola ferriacetica	1	1.000
s__Neobacillus niacini	1	1.000
s__Candidatus Amesbacteria bacterium RBG_16_48_31	1	1.000
s__Roseobacter denitrificans	1	1.000
s__Eggerthia catenaformis	1	1.000
s__Erysipelothrix larvae	1	1.000
s__Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13	1	1.000
s__Desulfobacula phenolica	1	1.000
s__Candidatus Giovannonibacteria bacterium RIFOXYC1_FULL_48_8	1	1.000
s__Serratia symbiotica	1	1.000
s__Sarcina sp. DSM 11001	1	1.000
s__Gabonia massiliensis	1	1.000
s__Veillonella seminalis	1	1.000
s__Salinivibrio socompensis	3	1.000
s__Leptospirillum sp. YQP-1	1	1.000
s__Prosthecomicrobium hirschii	1	1.000
s__Desulfovibrio inopinatus	1	1.000
s__Candidatus Kuenenbacteria bacterium RIFCSPLOWO2_12_FULL_42_13	1	1.000
s__Euryarchaeota archaeon JdFR-21	1	1.000
s__Cutibacterium avidum	1	1.000
s__Methanococcoides burtonii	1	1.000
s__[Clostridium] leptum	1	1.000
s__Streptomyces sp. WM6378	1	1.000
s__Desulfofundulus kuznetsovii	1	1.000
s__Parvularcula oceani	1	1.000
s__Firmicutes bacterium M10-2	1	1.000
s__Flavobacterium filum	1	1.000
s__Xanthomonas campestris	1	1.000
s__Microbacterium sp. Root180	1	1.000
s__Pedobacter suwonensis	1	1.000
s__Roseobacter sp. CCS2	1	1.000
s__Balneola vulgaris	1	1.000
s__Leptospira santarosai	2	1.000
s__Candidatus Moranbacteria bacterium RIFOXYC12_FULL_36_13	1	1.000
s__Paenibacillus sp. Aloe-11	1	1.000
s__Candidatus Omnitrophica bacterium CG1_02_43_210	1	1.000
s__Candidatus Yonathbacteria bacterium RIFCSPHIGHO2_01_FULL_44_41	1	1.000
s__Candidatus Melainabacteria bacterium RIFCSPHIGHO2_02_FULL_34_12	1	1.000
s__Methanobrevibacter wolinii	1	1.000
s__Cytophaga hutchinsonii	1	1.000
s__Arcticibacter svalbardensis	1	1.000
s__Crenarchaeota archaeon 13_1_20CM_2_53_14	1	1.000
s__Tranquillimonas alkanivorans	1	1.000
s__Clostridium autoethanogenum	1	1.000
s__Pseudoalteromonas piscicida	1	1.000
s__Persicobacter sp. JZB09	1	1.000
s__Ignisphaera aggregans	1	1.000
s__Moraxella macacae	1	1.000
s__Synechococcus sp. PCC 7502	1	1.000
s__Flavisolibacter ginsengisoli	1	1.000
s__Candidatus Adlerbacteria bacterium RIFCSPHIGHO2_02_FULL_54_18	1	1.000
s__Staphylococcus condimenti	1	1.000
s__Candidatus Schekmanbacteria bacterium GWA2_38_9	1	1.000
s__candidate division WWE3 bacterium RBG_19FT_COMBO_53_11	1	1.000
s__Streptomyces violens	1	1.000
s__Butyrivibrio sp. INlla21	1	1.000
s__Candidatus Arthromitus sp. SFB-rat-Yit	1	1.000
s__Nocardia otitidiscaviarum	1	1.000
s__Meiothermus silvanus	1	1.000
s__Candidatus Thorarchaeota archaeon AB_25	1	1.000
s__Wolinella succinogenes	1	1.000
s__Marinilactibacillus psychrotolerans	1	1.000
s__Achromatium sp. WMS1	1	1.000
s__Achromatium sp. WMS2	1	1.000
s__Weissella viridescens	1	1.000
s__Candidatus Altiarchaeales archaeon WOR_SM1_79	1	1.000
s__Corynebacterium kroppenstedtii	1	1.000
s__Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_02_FULL_45_13	1	1.000
s__Litoreibacter arenae	1	1.000
s__Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_39_24	1	1.000
s__Streptacidiphilus albus	1	1.000
s__Candidatus Odinarchaeota archaeon LCB_4	1	1.000
s__Solimonas soli	1	1.000
s__Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115	1	1.000
s__Acidobacteria bacterium 13_1_20CM_3_58_11	1	1.000
s__Helicobacter jaachi	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_50_13	1	1.000
s__Actinoalloteichus cyanogriseus	1	1.000
s__Enterococcus gallinarum	1	1.000
s__Holdemania massiliensis	1	1.000
s__Hydrocarboniphaga effusa	1	1.000
s__Candidatus Amesbacteria bacterium GW2011_GWA1_48_9	1	1.000
s__Elusimicrobia bacterium RIFOXYB2_FULL_46_23	1	1.000
s__Polaribacter sp. BACL8 MAG-120531-bin13	1	1.000
s__Halolactibacillus sp. JCM 19043	1	1.000
s__Clostridium magnum	2	1.000
s__Pseudomonas alcaligenes	2	0.500
s__endosymbiont of Acanthamoeba sp. UWC8	1	1.000
s__Bacillus sp. J37	1	1.000
s__Geoglobus ahangari	1	1.000
s__Nannocystis exedens	1	1.000
s__Shimia gijangensis	1	1.000
s__Prochlorococcus sp. W11	1	1.000
s__Saccharomonospora glauca	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_41_12	1	1.000
s__Ancylobacter rudongensis	1	1.000
s__Anaerococcus prevotii	2	0.667
s__Lachnospiraceae bacterium M18-1	1	1.000
s__Devosia sp. Root685	1	1.000
s__Actinobaculum massiliense	1	1.000
s__Atopobium sp. BS2	1	1.000
s__Ruminococcus sp. HUN007	1	1.000
s__Sorangium cellulosum	1	1.000
s__Brevundimonas abyssalis	1	1.000
s__Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_40_28	1	1.000
s__Longilinea arvoryzae	1	1.000
s__Candidatus Daviesbacteria bacterium RIFOXYD1_FULL_41_10	1	1.000
s__Actinoplanes rectilineatus	1	1.000
s__Methylomonas denitrificans	1	1.000
s__Rathayibacter sp. Leaf296	1	1.000
s__Ureibacillus manganicus	1	1.000
s__Armatimonadetes bacterium 55-13	1	1.000
s__Chryseobacterium palustre	1	1.000
s__Devosia geojensis	1	1.000
s__Desulfuromonas sp. SDB	1	1.000
s__Natronomonas pharaonis	1	1.000
s__Desulfobulbus sp. oral taxon 041	1	1.000
s__Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_41_18	1	1.000
s__Treponema sp. C6A8	1	1.000
s__Dolosigranulum pigrum	1	1.000
s__Geitlerinema sp. PCC 7407	1	1.000
s__Treponema azotonutricium	1	1.000
s__Oscillatoria acuminata	1	1.000
s__Pyrodictium delaneyi	1	1.000
s__Myroides profundi	2	1.000
s__Roseiflexus castenholzii	1	1.000
s__Candidatus Blochmannia floridanus	1	1.000
s__Fructobacillus durionis	1	1.000
s__Chloroflexi bacterium oral taxon 439	2	1.000
s__Staphylococcus auricularis	1	1.000
s__Streptomyces zinciresistens	1	1.000
s__Candidatus Collierbacteria bacterium GW2011_GWA1_44_12	1	1.000
s__Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_55_13	1	1.000
s__Asaccharospora irregularis	1	1.000
s__Muricauda sp. CP2A	1	1.000
s__Marinimicrobia bacterium SCGC AAA003-L08	1	1.000
s__Afipia clevelandensis	1	1.000
s__Nocardiopsis sp. NRRL B-16309	1	1.000
s__Ktedonobacter sp. 13_1_20CM_4_53_7	1	1.000
s__Isobaculum melis	1	1.000
s__Sellimonas intestinalis	1	1.000
s__Rhizobium sp. Root651	1	1.000
s__Marinobacter excellens	1	1.000
s__Komagataeibacter xylinus	1	1.000
s__Lachnospiraceae bacterium MD308	1	1.000
s__Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_38_10	1	1.000
s__Butyrivibrio sp. AE2005	1	1.000
s__Aeromicrobium marinum	1	1.000
s__Rheinheimera perlucida	1	1.000
s__Bifidobacterium bifidum	1	1.000
s__Aeropyrum pernix	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFCSPLOWO2_12_FULL_47_9b	1	1.000
s__Streptococcus sobrinus	5	1.000
s__Aquimarina agarilytica	1	1.000
s__Nitrospirae bacterium GWD2_44_7	1	1.000
s__Acetomicrobium flavidum	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_48_16	1	1.000
s__Tsuneonella troitsensis	1	1.000
s__Desulfobacula toluolica	1	1.000
s__Crocosphaera chwakensis	1	1.000
s__Carnobacterium jeotgali	1	1.000
s__Intestinimonas massiliensis	1	1.000
s__Cereibacter sphaeroides	2	1.000
s__Candidatus Woesebacteria bacterium GW2011_GWB1_33_38	1	1.000
s__Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11	1	1.000
s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_38_37	1	1.000
s__Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_38_34	1	1.000
s__Crocinitomix sp. MedPE-SWsnd	1	1.000
s__Butyrivibrio sp. ob235	1	1.000
s__Tenacibaculum maritimum	1	1.000
s__Gayadomonas joobiniege	1	1.000
s__Edaphobacter aggregans	1	1.000
s__Alcanivorax nanhaiticus	1	1.000
s__Rubrobacter radiotolerans	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_12_FULL_43_11	1	1.000
s__Dellaglioa algida	1	1.000
s__Ethanoligenens harbinense	1	1.000
s__Shewanella oneidensis	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_12_FULL_44_15c	1	1.000
s__Alishewanella sp. HH-ZS	1	1.000
s__Caldibacillus debilis	1	1.000
s__Candidatus Schekmanbacteria bacterium RIFCSPLOWO2_02_FULL_38_14	1	1.000
s__Actinobacteria bacterium IMCC26256	1	1.000
s__Streptococcus agalactiae	1	1.000
s__candidate division WWE3 bacterium GW2011_GWE2_43_18	1	1.000
s__Bacillus andreraoultii	1	1.000
s__Geoglobus acetivorans	1	1.000
s__Candidatus Uhrbacteria bacterium GW2011_GWF2_41_430	1	1.000
s__Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_46_14	1	1.000
s__Nitrospira bacterium SM23_35	1	1.000
s__Deinococcus radiopugnans	1	1.000
s__Tropicimonas isoalkanivorans	1	1.000
s__Chloroflexi bacterium RBG_19FT_COMBO_47_9	1	1.000
s__Methyloligella halotolerans	1	1.000
s__Planobispora rosea	1	1.000
s__Thiocapsa marina	1	1.000
s__Atopobium sp. HMSC064B08	1	1.000
s__Cobetia crustatorum	1	1.000
s__Candidatus Komeilibacteria bacterium RIFOXYC1_FULL_37_11	1	1.000
s__Arsukibacterium sp. MJ3	1	1.000
s__Modestobacter caceresii	1	1.000
s__Paenibacillus ehimensis	1	1.000
s__Mariprofundus ferrooxydans	1	1.000
s__Bacteroides sp. 41_26	1	1.000
s__Pseudobutyrivibrio ruminis	2	0.667
s__Candidatus Amesbacteria bacterium RIFCSPHIGHO2_01_FULL_47_34	1	1.000
s__Sphingobium ummariense	1	1.000
s__Providencia rettgeri	1	1.000
s__Beutenbergia cavernae	1	1.000
s__Candidatus Wolfebacteria bacterium GW2011_GWA1_44_24	1	1.000
s__Agrobacterium fabrum	1	1.000
s__Weissella halotolerans	2	1.000
s__Candidatus Thiosymbion oneisti	1	1.000
s__Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_43_30	1	1.000
s__Candidatus Moranbacteria bacterium GW2011_GWD1_36_198	1	1.000
s__Edaphobacillus lindanitolerans	1	1.000
s__Spirosoma luteum	1	1.000
s__Pasteurella bettyae	1	1.000
s__Sphingopyxis sp. 113P3	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_39_19	1	1.000
s__Tolumonas auensis	1	1.000
s__Pajaroellobacter abortibovis	1	1.000
s__Streptococcus criceti	1	1.000
s__Gammaproteobacteria bacterium SG8_11	1	1.000
s__Clostridiales bacterium Firm_07	1	1.000
s__Gammaproteobacteria bacterium SG8_15	1	1.000
s__Gemmatimonadetes bacterium 13_1_40CM_3_65_8	1	1.000
s__Desulfoluna spongiiphila	1	1.000
s__Streptomyces pristinaespiralis	1	1.000
s__Planctomicrobium piriforme	1	1.000
s__Peptoclostridium acidaminophilum	1	1.000
s__Nocardioides sp. CF8	1	1.000
s__Tsukamurella sp. 1534	1	1.000
s__Leptolyngbya sp. PCC 7375	1	1.000
s__Leptolyngbya sp. PCC 7376	1	1.000
s__Mucilaginibacter sp. PAMC 26640	1	1.000
s__Acinetobacter tandoii	1	1.000
s__Pyrodictium occultum	1	1.000
s__Planctomycetes bacterium GWF2_41_51	1	1.000
s__Companilactobacillus crustorum	1	1.000
s__Jiangella gansuensis	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_02_41_18	1	1.000
s__Desulfonatronospira thiodismutans	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_12_FULL_45_16	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFOXYA2_FULL_41_8	1	1.000
s__Coraliomargarita sp. CAG:312	1	1.000
s__Haloglycomyces albus	1	1.000
s__Deltaproteobacteria bacterium GWA2_57_13	1	1.000
s__Algoriphagus mannitolivorans	1	1.000
s__Clostridium sp. K4410.MGS-306	1	1.000
s__Tolypothrix sp. PCC 7601	1	1.000
s__candidate division WWE3 bacterium RIFOXYD2_FULL_43_10	1	1.000
